 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Cloud	Speaker	CloudWhy is Shinra after Aerith?	Aerith	Referent
 Cloud	Speaker	CloudOk, that was a bad analogy, but, Barret, I understand how you feel.Let's go!	Barret	Referent
 Cloud	Speaker	CloudAerith is here....and so is Sephiroth.	Aerith	Referent
 Cloud	Speaker	CloudAerith is here....and so is Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	Cloud...right. Let's hurry and find Aerith.	Aerith	Referent
 Cloud	Speaker	CloudAerith's voice...... Coming from there?	Aerith	Referent
 Cloud	Speaker	CloudAerith?	Aerith	Referent
 Cloud	Speaker	Cloud...Aerith.	Aerith	Referent
 Cloud	Speaker	Cloud...Shut up.The cycle of nature and your stupid plan don't mean a thing.Aerith is gone.Aerith will no longer talk, no longer laugh, cry...... or get angry......What about us...... what are WE supposed to do?What about my pain?My fingers are tingling.My mouth is dry.My eyes are burning!	Aerith	Referent
 Cloud	Speaker	CloudEveryone, listen to me.I'm Cloud, ex-SOLDIER, born in Nibelheim.I came to settle up with Sephiroth.	Cloud	Referent
 Cloud	Speaker	CloudEveryone, listen to me.I'm Cloud, ex-SOLDIER, born in Nibelheim.I came to settle up with Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	CloudI came here by my own free will... Or so I thought.However......To tell the truth, I'm afraid of myself....There is a part of me that I don't understand.That part that made me give the Black Materia to Sephiroth.If you hadn't stopped me, Aerith might have been......There's something inside of me. A person who is not really me.That's why I should quit this journey.Before I do something terrible.	Sephiroth	Referent
 Cloud	Speaker	CloudI came here by my own free will... Or so I thought.However......To tell the truth, I'm afraid of myself....There is a part of me that I don't understand.That part that made me give the Black Materia to Sephiroth.If you hadn't stopped me, Aerith might have been......There's something inside of me. A person who is not really me.That's why I should quit this journey.Before I do something terrible.	Aerith	Referent
 Cloud	Speaker	CloudI don't know how Aerith tried to save the planet from the Meteor.And I guess now, we'll never know.But!We still have a chance. We must get that Black Materia back before Sephiroth uses it.Let's go.	Aerith	Referent
 Cloud	Speaker	CloudI don't know how Aerith tried to save the planet from the Meteor.And I guess now, we'll never know.But!We still have a chance. We must get that Black Materia back before Sephiroth uses it.Let's go.	Sephiroth	Referent
 Cloud	Speaker	CloudHmmm...Sephiroth said to me... Head North............ past the Snow Fields......	Sephiroth	Referent
 Cloud	Speaker	Cloud...... Sephiroth............All right, let's go!	Sephiroth	Referent
 Cloud	Speaker	CloudIs it...... Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	CloudNo... not Sephiroth!	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth! You're alive!	Sephiroth	Referent
 Cloud	Speaker	CloudYou don't remember me!? I'm Cloud!	Cloud	Referent
 Cloud	Speaker	CloudSephiroth! What are you thinking!? What are you doing!?	Sephiroth	Referent
 Cloud	Speaker	CloudSo it WAS Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	Cloud...I'll try, but don't interrupt me while I'm explaining.Sephiroth went off searching for the Promised Land, so he could become the ruler of the planet... That was 5 years ago.Then Sephiroth came back and killed President Shinra.And then just now all of us saw Sephiroth.He was carrying Jenova with him....This much I do know. He told me he wants to go to the Promised Land with his mother, Jenova....I guess that's about it.	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth... is alive...The Promised Land... Does it really exist...?	Sephiroth	Referent
 Cloud	Speaker	Cloud......City of the Ancients. Aerith is headed there.	Aerith	Referent
 Cloud	Speaker	CloudOnly the Ancients, only Aerith can save us from Meteor...	Aerith	Referent
 Cloud	Speaker	CloudSephiroth... already knows.	Sephiroth	Referent
 Cloud	Speaker	CloudI'm Cloud.	Cloud	Referent
 Cloud	Speaker	CloudRufus!!?	Rufus	Referent
 Cloud	Speaker	Cloud- Tell me about this rocket- Is Rufus coming?- Can we borrow the "Tiny Bronco"?	Rufus	Referent
 Cloud	Speaker	Is Rufus coming?	Rufus	Referent
 Cloud	Speaker	CloudCid, what are you going to do now?	Cid	Referent
 Cloud	Speaker	CloudWe're going after a man named Sephiroth. We'll have to get Rufus of the Shinra someday too.	Sephiroth	Referent
 Cloud	Speaker	CloudWe're going after a man named Sephiroth. We'll have to get Rufus of the Shinra someday too.	Rufus	Referent
 Cloud	Speaker	If Tifa is in the party...	Tifa	Referent
 Cloud	Speaker	If Tifa is not in the party...	Tifa	Referent
 Cloud	Speaker	Cloud- Don't say a thing- Talk about Sephiroth	Sephiroth	Referent
 Cloud	Speaker	Cloud- No, good night- Tell him about Sephiroth	Sephiroth	Referent
 Cloud	Speaker	Talk about Sephiroth	Sephiroth	Referent
 Cloud	Speaker	CloudLike you said, this mansion is the beginning of a nightmare.No, it's not a dream, it's for real.Sephiroth has lost his mind. He found the secrets hidden in this mansion...	Sephiroth	Referent
 Cloud	Speaker	CloudCloud, formerly of SOLDIER.	Cloud	Referent
 Cloud	Speaker	Cloud...gave birth...?Wasn't Jenova Sephiroth's mother?	Sephiroth	Referent
 Cloud	Speaker	CloudDunno. But we're after him and Sephiroth. So, I guess sooner or later...	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth!	Sephiroth	Referent
 Cloud	Speaker	CloudI didn't want to start a ruckus till we saved Aerith.I should have known that was impossible though...	Aerith	Referent
 Cloud	Speaker	Cloud...Because we don't want to start a commotion until we've saved Aerith.I doubt that's possible though...	Aerith	Referent
 Cloud	Speaker	CloudWhat's that supposed to mean, Tifa?	Tifa	Referent
 Cloud	Speaker	If Cloud messes up...	Cloud	Referent
 Cloud	Speaker	Cloud- Where's Aerith?- ......	Aerith	Referent
 Cloud	Speaker	Where's Aerith?	Aerith	Referent
 Cloud	Speaker	If Cloud guesses wrong...	Cloud	Referent
 Cloud	Speaker	CloudThey were talking about Aerith... right?	Aerith	Referent
 Cloud	Speaker	CloudJenova... Sephiroth's... So... they've brought it here.	Sephiroth	Referent
 Cloud	Speaker	CloudAerith!	Aerith	Referent
 Cloud	Speaker	CloudWe're taking Aerith back.	Aerith	Referent
 Cloud	Speaker	CloudBarret! Can't you do anything?	Barret	Referent
 Cloud	Speaker	CloudNow's our chance to get Aerith!	Aerith	Referent
 Cloud	Speaker	CloudWe'll take care of that monster.Somebody take Aerith somewhere safe...- Tifa, I'm countin' on you!- Barret, take care of her!	Aerith	Referent
 Cloud	Speaker	CloudWe'll take care of that monster.Somebody take Aerith somewhere safe...- Tifa, I'm countin' on you!- Barret, take care of her!	Tifa	Referent
 Cloud	Speaker	CloudWe'll take care of that monster.Somebody take Aerith somewhere safe...- Tifa, I'm countin' on you!- Barret, take care of her!	Barret	Referent
 Cloud	Speaker	CloudAerith, you all right?	Aerith	Referent
 Cloud	Speaker	CloudYou all got caught, too?Where is Aerith!?	Aerith	Referent
 Cloud	Speaker	CloudI wonder how Barret is doing	Barret	Referent
 Cloud	Speaker	CloudI wonder how Red XIII is doing	Red XIII	Referent
 Cloud	Speaker	CloudI wonder how Aerith is doing	Aerith	Referent
 Cloud	Speaker	CloudAerith!? You safe?	Aerith	Referent
 Cloud	Speaker	CloudHe should have the key on him...Come on, Tifa, get Aerith. I'll go help Barret and the others.	Tifa	Referent
 Cloud	Speaker	CloudHe should have the key on him...Come on, Tifa, get Aerith. I'll go help Barret and the others.	Aerith	Referent
 Cloud	Speaker	CloudHe should have the key on him...Come on, Tifa, get Aerith. I'll go help Barret and the others.	Barret	Referent
 Cloud	Speaker	CloudSephiroth's!!	Sephiroth	Referent
 Cloud	Speaker	Cloud...Looks like it. Only Sephiroth can use that sword.	Sephiroth	Referent
 Cloud	Speaker	CloudDid you see him? Did you see Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	CloudSave the Promised Land? A good guy? No way!!It's not that simple! I know him! Sephiroth's mission is different!	Sephiroth	Referent
 Cloud	Speaker	CloudI'm Cloud, former SOLDIER First Class!	Cloud	Referent
 Cloud	Speaker	CloudGet outta this building with Aerith!	Aerith	Referent
 Cloud	Speaker	CloudI'll explain later! Barret! This is the real crisis for the Planet!	Barret	Referent
 Cloud	Speaker	CloudYou seek the Promised Land and Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	Cloud...A lot has happened. Anyway, I can't let either you or Sephiroth have the Promised Land!	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth is alive. I... I have to settle the score.	Sephiroth	Referent
 Cloud	Speaker	If Cloud chooses Aerith + Tifa for his party...	Cloud	Referent
 Cloud	Speaker	If Cloud chooses Aerith + Tifa for his party...	Aerith	Referent
 Cloud	Speaker	If Cloud chooses Aerith + Tifa for his party...	Tifa	Referent
 Cloud	Speaker	If Cloud chooses Barret + Red XIII for his party...	Cloud	Referent
 Cloud	Speaker	If Cloud chooses Barret + Red XIII for his party...	Barret	Referent
 Cloud	Speaker	If Cloud chooses Barret + Red XIII for his party...	Red XIII	Referent
 Cloud	Speaker	Cloud- Have you seen Sephiroth?- What are you doing?	Sephiroth	Referent
 Cloud	Speaker	Have you seen Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	Cloud- I guess- Keep your mind on Sephiroth	Sephiroth	Referent
 Cloud	Speaker	Keep your mind on Sephiroth	Sephiroth	Referent
 Cloud	Speaker	Cloud- Who are YOU?- I'm Cloud, and don't forget it	Cloud	Referent
 Cloud	Speaker	I'm Cloud, and don't forget it	Cloud	Referent
 Cloud	Speaker	If Tifa or Aerith are in the party...	Tifa	Referent
 Cloud	Speaker	If Tifa or Aerith are in the party...	Aerith	Referent
 Cloud	Speaker	If Tifa and Aerith are not in the party...	Tifa	Referent
 Cloud	Speaker	If Tifa and Aerith are not in the party...	Aerith	Referent
 Cloud	Speaker	CloudYou mean Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	CloudI'll go anywhere Sephiroth is at!To beat him and put an end to all this!	Sephiroth	Referent
 Cloud	Speaker	CloudThe name's Cloud.Me......? I do a little bit of everything.	Cloud	Referent
 Cloud	Speaker	CloudAerith!	Aerith	Referent
 Cloud	Speaker	CloudAerith, this way.	Aerith	Referent
 Cloud	Speaker	Cloud...Is Sector 7 far from here? I want to go to Tifa's bar.	Tifa	Referent
 Cloud	Speaker	CloudBarret and the others are waiting for us at the inn.	Barret	Referent
 Cloud	Speaker	Cloud......I used to want to be like Sephiroth, so I joined SOLDIER.After working with Sephiroth on several missions, we became friends.	Sephiroth	Referent
 Cloud	Speaker	CloudI joined SOLDIER so I could be like you.But by the time I made First Class, the war was already over.My big hopes of becoming a hero like you ended with the war.That's why I always sign up whenever there's a big mission. Kind of a way to prove myself.Say, how do you feel, MISTER Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth's strength is unreal. He is far stronger in reality than any story you might have heard about him.	Sephiroth	Referent
 Cloud	Speaker	CloudMe? I was mesmerized by the way Sephiroth fought.	Sephiroth	Referent
 Cloud	Speaker	Cloud......I was really surprised with Tifa.	Tifa	Referent
 Cloud	Speaker	Cloud (narrating)...The town was quiet.Everyone must be staying in their houses, afraid to come out because of the monsters.No, maybe they're afraid of us...	Cloud	Referent
 Cloud	Speaker	CloudYou're Tifa's...	Tifa	Referent
 Cloud	Speaker	CloudI read it...It was a letter addressed to Tifa from the son of the guy that runs the General Store...	Tifa	Referent
 Cloud	Speaker	Cloud- Where's Sephiroth?- Give me a room to stay.- Let me know the situation of the town.	Sephiroth	Referent
 Cloud	Speaker	CloudDid you say Tifa?	Tifa	Referent
 Cloud	Speaker	CloudTifa! You're the guide?	Tifa	Referent
 Cloud	Speaker	CloudTifa, you wait here.	Tifa	Referent
 Cloud	Speaker	CloudH... hey, Sephiroth!	Sephiroth	Referent
 Cloud	Speaker	Cloud...Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	Cloud (narrating)Am I...... human?I didn't quite understand what Sephiroth was saying at that time.I was even more surprised by the fact that Shinra was producing monsters.	Sephiroth	Referent
 Cloud	Speaker	CloudWe returned to Nibelheim. Sephiroth confined himself at the inn. He didn't even try to talk to me.	Sephiroth	Referent
 Cloud	Speaker	Cloud (narrating)Sephiroth didn't come out of the Shinra Mansion...He continued to read as if he were possessed by something, and not once, did the light in the basement go out...	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth...	Sephiroth	Referent
 Cloud	Speaker	CloudHow... how did he...?Se... Sephiroth?	Sephiroth	Referent
 Cloud	Speaker	CloudTerrible...Sephiroth... This is too terrible...	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth...My family! My hometown! How could you do this to them!?	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth... I trusted you...No, you're not the Sephiroth I used to know!	Sephiroth	Referent
 Cloud	Speaker	Cloud......I want to know the truth. I want to know what happened then.I challenged Sephiroth and lived. Why didn't he kill me?	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth...	Sephiroth	Referent
 Cloud	Speaker	CloudOW!! Sure is tight in here...Come on, Cloud, don't let it get to you. Let's see... this is it.Maybe if I turn this......something should happen.- Do it- Leave it	Cloud	Referent
 Cloud	Speaker	If Barret is in the party...	Barret	Referent
 Cloud	Speaker	If Barret is not in the party...	Barret	Referent
 Cloud	Speaker	Cloud- Yep, that's me- I used to be with SOLDIER, the name's Cloud	Cloud	Referent
 Cloud	Speaker	I used to be with SOLDIER, the name's Cloud	Cloud	Referent
 Cloud	Speaker	CloudNo big.- Give it to Tifa- Give it to Marlene	Tifa	Referent
 Cloud	Speaker	Give it to Tifa	Tifa	Referent
 Cloud	Speaker	CloudSorry Tifa...	Tifa	Referent
 Cloud	Speaker	CloudSo let Barret and his buddies do something about it.It's got nothing to do with me.	Barret	Referent
 Cloud	Speaker	CloudBut I'm different from all of them. I'm not just going to find a job.I want to join SOLDIER.I'm going to be the best there is, just like Sephiroth!	Sephiroth	Referent
 Cloud	Speaker	Cloud- Barret's snoring kept me up......- Next to you, who wouldn't?	Barret	Referent
 Cloud	Speaker	Barret's snoring kept me up......	Barret	Referent
 Cloud	Speaker	CloudAerith. I got you mixed up in all of this...	Aerith	Referent
 Cloud	Speaker	CloudI'm going up!Aerith! You look after Wedge.	Aerith	Referent
 Cloud	Speaker	CloudWhat are you gonna do with Aerith!?	Aerith	Referent
 Cloud	Speaker	CloudHey, Barret!	Barret	Referent
 Cloud	Speaker	CloudSephiroth...?	Sephiroth	Referent
 Cloud	Speaker	If neither Aerith nor Tifa are in the party...	Aerith	Referent
 Cloud	Speaker	If neither Aerith nor Tifa are in the party...	Tifa	Referent
 Cloud	Speaker	If both Aerith and Tifa are in the party...	Aerith	Referent
 Cloud	Speaker	If both Aerith and Tifa are in the party...	Tifa	Referent
 Cloud	Speaker	If only Aerith is in the party...	Aerith	Referent
 Cloud	Speaker	CloudAerith...	Aerith	Referent
 Cloud	Speaker	If only Tifa is in the party...	Tifa	Referent
 Cloud	Speaker	CloudTifa... What happened?	Tifa	Referent
 Cloud	Speaker	CloudAerith...	Aerith	Referent
 Cloud	Speaker	CloudPhew...We are going after Sephiroth.Sephiroth must be in search of the Promised Land.	Sephiroth	Referent
 Cloud	Speaker	CloudAerith... can you feel it too?	Aerith	Referent
 Cloud	Speaker	CloudTifa?	Tifa	Referent
 Cloud	Speaker	Cloud!!Is that the... Keystone?Hey! Cait Sith!	Cait Sith	Referent
 Cloud	Speaker	If Aerith is Cloud's date...	Aerith	Referent
 Cloud	Speaker	If Aerith is Cloud's date...	Cloud	Referent
 Cloud	Speaker	If Tifa is Cloud's date...	Tifa	Referent
 Cloud	Speaker	If Tifa is Cloud's date...	Cloud	Referent
 Cloud	Speaker	If Yuffie is Cloud's date...	Yuffie	Referent
 Cloud	Speaker	If Yuffie is Cloud's date...	Cloud	Referent
 Cloud	Speaker	If Barret is Cloud's date...	Barret	Referent
